epoch,train_loss,val_loss,accuracy,recall,precision,f1,auroc
1,0.29736000466789575,0.22397214667585522,0.9044368600682594,0.8901869158878505,0.9769230769230769,0.9315403422982885,0.9783508813439016
2,0.1888182784798917,0.17065216267502106,0.9419795221843004,0.9672897196261683,0.9539170506912442,0.9605568445475638,0.974254702472495
3,0.17273223314857403,0.20162922489765153,0.9385665529010239,0.969626168224299,0.9474885844748858,0.9584295612009238,0.9682657044836154
4,0.16425380577753998,0.1588682039631308,0.9368600682593856,0.9906542056074766,0.9277899343544858,0.9581920903954803,0.9865728143854252
5,0.16515736325137337,0.12439089530042718,0.9522184300341296,0.9836448598130841,0.9524886877828054,0.967816091954023,0.9887613864900036
6,0.14421468712930288,0.1141373836387699,0.9522184300341296,0.9602803738317757,0.9739336492890995,0.9670588235294117,0.9910830474387792
7,0.1279505641230666,0.17966336875187658,0.9402730375426621,0.9369158878504673,0.980440097799511,0.9581839904420549,0.9836596474624393
8,0.130731603024125,0.1275628978583593,0.947098976109215,0.9439252336448598,0.9829683698296837,0.9630512514898689,0.9936560984265941
9,0.11981240499058435,0.10824293383864413,0.9590443686006825,0.985981308411215,0.9590909090909091,0.9723502304147466,0.9915710398675026
10,0.12360491149324723,0.1398718908855075,0.947098976109215,0.9462616822429907,0.9806295399515739,0.9631391200951248,0.989131077723885
11,0.11121946878025005,0.1769044168369762,0.931740614334471,0.9158878504672897,0.98989898989899,0.9514563106796117,0.9887465988406482
12,0.11726550402216786,0.11024316607055862,0.9556313993174061,0.9906542056074766,0.9506726457399103,0.9702517162471396,0.9911421980362003
13,0.10597112298371265,0.12724604874169104,0.9505119453924915,0.955607476635514,0.9761336515513126,0.9657615112160567,0.9910534721400686
14,0.09525782651690262,0.16290876071950985,0.9334470989761092,0.9205607476635514,0.9874686716791979,0.9528415961305925,0.9934786466343309
15,0.09016172274514511,0.1402909800929968,0.9505119453924915,0.9929906542056075,0.9423503325942351,0.9670079635949943,0.9891606530225956
16,0.09387387409106368,0.10856544099900706,0.9539249146757679,0.9532710280373832,0.983132530120482,0.9679715302491103,0.995253164556962
17,0.09413168361580698,0.0991401587066212,0.9573378839590444,0.955607476635514,0.9855421686746988,0.970344009489917,0.9948538980243701
18,0.0879709625109254,0.09126989852951732,0.9675767918088737,0.9906542056074766,0.9658314350797267,0.9780853517877739,0.9935082219330416
19,0.0690622476878378,0.11584210484813098,0.9522184300341296,0.9532710280373832,0.9807692307692307,0.966824644549763,0.9914675263220158
20,0.09352981318567778,0.09204108475583507,0.9709897610921502,0.9929906542056075,0.9681093394077449,0.9803921568627451,0.9940701526085414
21,0.0749450717948498,0.07984752039053182,0.9744027303754266,0.9906542056074766,0.9747126436781609,0.9826187717265353,0.9941440908553176
22,0.0730681375788889,0.14349129890113968,0.9505119453924915,0.9392523364485982,0.9925925925925926,0.9651860744297719,0.9946468709333964
23,0.07446960776083547,0.06339528376980344,0.9675767918088737,0.9789719626168224,0.9766899766899767,0.9778296382730455,0.996968531882172
24,0.0711560206643658,0.06901775305588498,0.9709897610921502,0.9836448598130841,0.9767981438515081,0.980209545983702,0.9963622382586064
25,0.05777704233286169,0.11671483499687738,0.9556313993174061,0.9976635514018691,0.9446902654867256,0.9704545454545455,0.993020229504318
26,0.06929552573655007,0.10291764114422361,0.9607508532423208,0.9906542056074766,0.9571106094808126,0.9735935706084959,0.9942328167514493
27,0.0683031149525084,0.11176505283875321,0.947098976109215,0.9439252336448598,0.9829683698296837,0.9630512514898689,0.9948982609724358
28,0.05781768748129501,0.10712105613170071,0.9641638225255973,0.9742990654205608,0.9765807962529274,0.9754385964912281,0.9918076422571868
29,0.05788406975114802,0.10479277981693122,0.9607508532423208,0.9672897196261683,0.9787234042553191,0.972972972972973,0.9926209629717261
30,0.05192729714465742,0.11183053941613719,0.9607508532423208,0.9649532710280374,0.9809976247030879,0.9729093050647821,0.9921625458417129
31,0.053922187594615756,0.16062889407116104,0.9419795221843004,0.9976635514018691,0.9282608695652174,0.9617117117117117,0.9939518514136992
32,0.050116275200766634,0.11132399608149056,0.962457337883959,0.9649532710280374,0.9833333333333333,0.9740566037735849,0.9938779131669231
33,0.059183759526544456,0.07631957087544215,0.9692832764505119,0.9813084112149533,0.9767441860465116,0.9790209790209791,0.9951644386608305
34,0.04842207761899744,0.1165339491697759,0.9607508532423208,0.9602803738317757,0.9856115107913669,0.9727810650887574,0.9914971016207264
35,0.04124482606225874,0.14588928377442936,0.9556313993174061,0.9532710280373832,0.9855072463768116,0.9691211401425178,0.992502661776884
36,0.04629085148962248,0.12027183427545321,0.9539249146757679,0.955607476635514,0.9808153477218226,0.9680473372781065,0.9933455577901338
37,0.04024980886939541,0.10897989622865559,0.9658703071672355,0.9649532710280374,0.9880382775119617,0.9763593380614657,0.9951052880634095
38,0.05156986233177829,0.08999459428312225,0.9726962457337884,0.9766355140186916,0.9858490566037735,0.9812206572769953,0.9925618123743051
39,0.03503100934774829,0.14030513933907146,0.9675767918088737,0.9953271028037384,0.9616252821670429,0.9781859931113662,0.9916080089908909
40,0.047643865774012625,0.1293700588898854,0.9556313993174061,0.969626168224299,0.969626168224299,0.969626168224299,0.9907725068023188
41,0.05128162292103772,0.08836262350216184,0.9744027303754266,0.985981308411215,0.9791183294663574,0.9825378346915018,0.994794747426949
42,0.03877106413521973,0.09976555354322653,0.9641638225255973,0.969626168224299,0.9810874704491725,0.9753231492361927,0.9941736661540281
43,0.03613641873092719,0.09358708102354596,0.9692832764505119,0.9766355140186916,0.9812206572769953,0.9789227166276346,0.9949869868685675
44,0.03249257367340304,0.149431848364877,0.9641638225255973,0.9906542056074766,0.9614512471655329,0.9758342922899885,0.9919111558026736
45,0.045074471179077785,0.10546556826612305,0.9744027303754266,0.9906542056074766,0.9747126436781609,0.9826187717265353,0.9940110020111202
46,0.03457166764858941,0.10710376436051709,0.9658703071672355,0.9766355140186916,0.9766355140186916,0.9766355140186916,0.994735596829528
47,0.03461521197844895,0.11290390410861033,0.9539249146757679,0.9579439252336449,0.9785202863961814,0.9681227863046045,0.9941588785046729
48,0.03541127904603595,0.12754192392455724,0.9675767918088737,0.9813084112149533,0.974477958236659,0.9778812572759022,0.9932420442446469
49,0.030903221506774138,0.11586219968223378,0.9556313993174061,0.9485981308411215,0.9902439024390244,0.9689737470167065,0.994913048621791
50,0.032034962114226434,0.1652110801958447,0.9641638225255973,0.9883177570093458,0.9635535307517085,0.9757785467128027,0.9911569856855554
51,0.034493271364050226,0.12731103803507288,0.9709897610921502,0.9929906542056075,0.9681093394077449,0.9803921568627451,0.9923991482313972
52,0.02573772435512769,0.17736614593512792,0.9590443686006825,0.9742990654205608,0.9697674418604652,0.972027972027972,0.9904249970424702
53,0.03075734316162609,0.15536257286266814,0.9505119453924915,0.9719626168224299,0.9607390300230947,0.9663182346109176,0.9871791080089909
54,0.02147179616735071,0.09394384726337078,0.9726962457337884,0.9813084112149533,0.9813084112149533,0.9813084112149533,0.9963178753105407
55,0.03549632591477346,0.10636111879292176,0.9641638225255973,0.9742990654205608,0.9765807962529274,0.9754385964912281,0.9935082219330416
56,0.02092010417478326,0.11337763764143567,0.962457337883959,0.969626168224299,0.9787735849056604,0.9741784037558685,0.9936708860759493
57,0.022913559330322117,0.08456409248159269,0.9812286689419796,0.9883177570093458,0.986013986013986,0.9871645274212368,0.9961699988169881
58,0.02105516264000828,0.10592434252032917,0.9744027303754266,0.9929906542056075,0.9725400457665904,0.9826589595375722,0.9953862534011594
59,0.03336104562827787,0.165694632590212,0.9573378839590444,0.9906542056074766,0.952808988764045,0.9713631156930126,0.9906985685555423
60,0.027326093271884108,0.1445270977082217,0.9522184300341296,0.9485981308411215,0.9854368932038835,0.9666666666666667,0.9946025079853307
61,0.016390358644038962,0.10014291167349706,0.9744027303754266,0.9906542056074766,0.9747126436781609,0.9826187717265353,0.9954897669466461
62,0.014798937730416004,0.12359591656993858,0.9607508532423208,0.9766355140186916,0.9698375870069605,0.9732246798603027,0.9936560984265941
63,0.026268268675610176,0.12298010462566075,0.9744027303754266,0.9836448598130841,0.9813519813519813,0.9824970828471412,0.9935895540044954
64,0.0485985199465511,0.13925566942896744,0.9658703071672355,0.9789719626168224,0.9744186046511628,0.9766899766899767,0.9903436649710162
65,0.023101334775760544,0.12477594113296844,0.9675767918088737,0.985981308411215,0.9701149425287356,0.9779837775202781,0.9931015615757718
66,0.020774290767612842,0.09977893094188672,0.9675767918088737,0.9672897196261683,0.9880668257756563,0.9775678866587958,0.9960221223234355
67,0.022624215550900037,0.1210309949507233,0.9641638225255973,0.9883177570093458,0.9635535307517085,0.9757785467128027,0.9932346504199693
68,0.020883332911436823,0.12847075921673987,0.9675767918088737,0.9719626168224299,0.983451536643026,0.9776733254994124,0.9943215426475807
69,0.01027684993907212,0.17664492774338333,0.9522184300341296,0.9509345794392523,0.9830917874396136,0.9667458432304038,0.9948095350763043
70,0.005785948201206295,0.16406870242793176,0.9692832764505119,0.985981308411215,0.9723502304147466,0.9791183294663574,0.9947503844788833
71,0.020345055548244593,0.14759166212262018,0.9658703071672355,0.9813084112149533,0.9722222222222222,0.9767441860465116,0.9920590322962263
72,0.021638549209145288,0.15701378936052138,0.9556313993174061,0.955607476635514,0.9831730769230769,0.9691943127962085,0.9937448243227257
73,0.014438563910227752,0.22290574742537533,0.9539249146757679,0.9929906542056075,0.9465478841870824,0.9692132269099202,0.9913492251271737
74,0.01832547534253346,0.161851008478695,0.9658703071672355,0.9742990654205608,0.9788732394366197,0.9765807962529274,0.992044244646871
75,0.020513371484269436,0.18531658114772603,0.9607508532423208,0.9579439252336449,0.9879518072289156,0.9727164887307236,0.992798414763989
76,0.023501463534957058,0.15670346356921255,0.9658703071672355,0.9836448598130841,0.9700460829493087,0.9767981438515081,0.991644978114279
77,0.013505509444615819,0.08822537693703865,0.9812286689419796,0.9906542056074766,0.9837587006960556,0.9871944121071012,0.9960960605702118
78,0.013126752113382214,0.14265375608836484,0.9709897610921502,0.9836448598130841,0.9767981438515081,0.980209545983702,0.9888353247367798
79,0.01912614100786279,0.15134453169841447,0.9692832764505119,0.9929906542056075,0.9659090909090909,0.9792626728110599,0.9932568318940022
80,0.00999493046955386,0.15768881871662205,0.9675767918088737,0.9836448598130841,0.9722863741339491,0.9779326364692218,0.99385573169289
81,0.009245100949247098,0.16856756657606337,0.9692832764505119,0.9789719626168224,0.9789719626168224,0.9789719626168224,0.9930128356796404
82,0.01531445432823079,0.17867026415542228,0.9607508532423208,0.9579439252336449,0.9879518072289156,0.9727164887307236,0.994055364959186
83,0.015945855381059245,0.07663321607916995,0.9795221843003413,0.9813084112149533,0.9905660377358491,0.9859154929577465,0.9972051342718562
84,0.01704418186040577,0.14418504628890674,0.9692832764505119,0.985981308411215,0.9723502304147466,0.9791183294663574,0.9930276233289956
85,0.016716053030629785,0.12509462933942694,0.9726962457337884,0.9929906542056075,0.9703196347031964,0.9815242494226328,0.9937374304980481
86,0.00760409032622958,0.15257987990731425,0.9744027303754266,0.9906542056074766,0.9747126436781609,0.9826187717265353,0.9917706731337986
87,0.013440135285546361,0.13938212764229946,0.9675767918088737,0.9766355140186916,0.9789227166276346,0.9777777777777777,0.9921921211404235
88,0.009349065021309298,0.17495894069826642,0.9709897610921502,0.9883177570093458,0.9724137931034482,0.9803012746234068,0.9912531054063647
89,0.02914880549243719,0.15805399967433317,0.9641638225255973,0.9789719626168224,0.9721577726218097,0.9755529685681025,0.9902623328995623
90,0.019511789454498753,0.13236447457071548,0.9641638225255973,0.9742990654205608,0.9765807962529274,0.9754385964912281,0.9943511179462913
91,0.012290538413945696,0.14200727655508621,0.9692832764505119,0.9789719626168224,0.9789719626168224,0.9789719626168224,0.9943806932450019
92,0.008516222856164444,0.150677678603625,0.9709897610921502,0.9929906542056075,0.9681093394077449,0.9803921568627451,0.992561812374305
93,0.018515850488062376,0.15355782226434175,0.9658703071672355,0.9766355140186916,0.9766355140186916,0.9766355140186916,0.9931902874719034
94,0.007256833722394296,0.16789738768319376,0.9641638225255973,0.9766355140186916,0.9743589743589743,0.9754959159859977,0.99341949603691
95,0.00955791258942155,0.1429474868382758,0.9658703071672355,0.9813084112149533,0.9722222222222222,0.9767441860465116,0.9929167159588312
