epoch,train_loss,val_loss,accuracy,recall,precision,f1,auroc
1,0.30434417511462963,0.24795678765242823,0.909556313993174,0.9672897196261683,0.9139072847682119,0.9398410896708286,0.960931030403407
2,0.2299225482863814,0.4143274740757796,0.8447098976109215,0.8014018691588785,0.9828080229226361,0.8828828828828829,0.9621731929492489
3,0.20341401118991928,0.23797834072096763,0.8976109215017065,0.8855140186915887,0.9717948717948718,0.9266503667481663,0.9786909972790725
4,0.18807598688885455,0.21078706540345332,0.9215017064846417,0.927570093457944,0.9635922330097088,0.9452380952380952,0.9714302614456406
5,0.18189604908711476,0.3732548848353962,0.8532423208191127,0.8107476635514018,0.9857954545454546,0.8897435897435897,0.9750975984857448
6,0.1705773134678475,0.22609653768889326,0.9163822525597269,0.9065420560747663,0.9773299748110831,0.9406060606060606,0.9801697622145984
7,0.15524517152105305,0.1674452887358519,0.9488054607508533,0.9766355140186916,0.954337899543379,0.9653579676674365,0.9705577901336804
8,0.155968074318591,0.334005506245146,0.863481228668942,0.822429906542056,0.9887640449438202,0.8979591836734694,0.9831125044362947
9,0.1462857805567863,0.14377729431646574,0.9419795221843004,0.9906542056074766,0.933920704845815,0.9614512471655329,0.9880811546196617
10,0.12799373943514544,0.13201093818927215,0.9556313993174061,0.9766355140186916,0.9631336405529954,0.9698375870069605,0.9851975629953862
11,0.13648882292586448,0.13496700828138472,0.9436860068259386,0.955607476635514,0.966903073286052,0.9612220916568742,0.9872678339051225
12,0.1253486075203939,0.12242201414378837,0.9539249146757679,0.9672897196261683,0.9695550351288056,0.968421052631579,0.9888649000354903
13,0.11482336186349748,0.1291206036932741,0.9607508532423208,0.9813084112149533,0.9655172413793104,0.9733487833140209,0.9875487992428724
14,0.10301349832207907,0.12103714017394561,0.9453924914675768,0.9532710280373832,0.9714285714285714,0.9622641509433962,0.9896338578019638
15,0.10405657772073422,0.12543322890996933,0.9453924914675768,0.9485981308411215,0.9759615384615384,0.9620853080568721,0.9912604992310423
16,0.10138968619526731,0.15143796266136061,0.947098976109215,0.9929906542056075,0.9381898454746137,0.9648127128263337,0.9896042825032532
17,0.09442497477457118,0.1780056370288744,0.9419795221843004,0.9322429906542056,0.9876237623762376,0.9591346153846154,0.9908316573997398
18,0.07860223527394877,0.09431267001446807,0.9641638225255973,0.9719626168224299,0.9788235294117648,0.9753810082063306,0.9940257896604756
19,0.07550729339724417,0.11042060691596298,0.9590443686006825,0.9602803738317757,0.9832535885167464,0.9716312056737588,0.9915710398675026
20,0.07157712084910077,0.11987625966849816,0.9573378839590444,0.9789719626168224,0.9632183908045977,0.9710312862108922,0.9899887613864901
21,0.07015269543787896,0.11789392983960464,0.9556313993174061,0.955607476635514,0.9831730769230769,0.9691943127962085,0.9926061753223708
22,0.07370399884135168,0.09167070151227225,0.9641638225255973,0.9742990654205608,0.9765807962529274,0.9754385964912281,0.9939518514136992
23,0.05990961582951063,0.15661116840425918,0.9488054607508533,0.9509345794392523,0.9783653846153846,0.9644549763033176,0.9890867147758191
24,0.059295662328040975,0.10837582978276923,0.9590443686006825,0.9789719626168224,0.9654377880184332,0.9721577726218097,0.9920294569975158
25,0.04903191899388462,0.2023937504964248,0.9385665529010239,0.9228971962616822,0.992462311557789,0.9564164648910412,0.9923547852833314
26,0.05895576725159569,0.09300710176317968,0.9590443686006825,0.9836448598130841,0.9611872146118722,0.9722863741339491,0.9939962143617651
27,0.061244255693726414,0.18094055361111264,0.9368600682593856,0.9182242990654206,0.9949367088607595,0.9550425273390036,0.9944989944398439
28,0.05132846742825476,0.11173578458655396,0.9573378839590444,0.9906542056074766,0.952808988764045,0.9713631156930126,0.9935377972317521
29,0.047761219902398316,0.0683098669314269,0.9726962457337884,0.9906542056074766,0.9724770642201835,0.9814814814814815,0.9968502306873299
30,0.04103009407961285,0.11518503283289556,0.962457337883959,0.9719626168224299,0.9765258215962441,0.9742388758782201,0.9926801135691471
31,0.036968757389876816,0.11857984363631947,0.962457337883959,0.9929906542056075,0.9572072072072072,0.9747706422018348,0.9940110020111204
32,0.0448174024792905,0.14199043742430503,0.9573378839590444,0.9906542056074766,0.952808988764045,0.9713631156930126,0.9937891872707915
33,0.043928354193578156,0.12449729776346846,0.9573378839590444,0.9626168224299065,0.9786223277909739,0.9705535924617197,0.9929758665562521
34,0.04479572339755675,0.08813400400696011,0.9709897610921502,0.9953271028037384,0.9659863945578231,0.9804372842347526,0.9964805394534485
35,0.03477298117196625,0.09961405958751464,0.9726962457337884,0.9906542056074766,0.9724770642201835,0.9814814814814815,0.9922808470365552
36,0.024882945569111217,0.12059210578922132,0.9641638225255973,0.9742990654205608,0.9765807962529274,0.9754385964912281,0.9927688394652785
37,0.041473078515609677,0.101241517543424,0.9658703071672355,0.9649532710280374,0.9880382775119617,0.9763593380614657,0.9955784928427778
38,0.022639456243046665,0.11142439280298687,0.9641638225255973,0.985981308411215,0.965675057208238,0.9757225433526011,0.9944398438424229
39,0.026074764677255797,0.1091536497061519,0.9658703071672355,0.9742990654205608,0.9788732394366197,0.9765807962529274,0.9935525848811073
40,0.028094466759948127,0.1834289420049625,0.9505119453924915,0.9345794392523364,0.9975062344139651,0.9650180940892642,0.9943806932450018
41,0.03845588749383571,0.09350801341604352,0.9641638225255973,0.9929906542056075,0.9593679458239278,0.9758897818599311,0.9959629717260144
42,0.030177183817602045,0.11201332227339644,0.962457337883959,0.969626168224299,0.9787735849056604,0.9741784037558685,0.9943659055956465
43,0.016326039447442934,0.07435391107940013,0.9795221843003413,0.9883177570093458,0.9837209302325581,0.986013986013986,0.9972790725186323
44,0.033061061528480325,0.11589606133619512,0.9692832764505119,0.985981308411215,0.9723502304147466,0.9791183294663574,0.9937004613746598
45,0.024262140236793357,0.0831525057980174,0.9778156996587031,0.9836448598130841,0.9859484777517564,0.9847953216374269,0.9960664852715013
46,0.024280896562451446,0.1278214649586448,0.9658703071672355,0.9883177570093458,0.9657534246575342,0.976905311778291,0.9942032414527386
47,0.01855219378821865,0.08473952293694782,0.9761092150170648,0.985981308411215,0.9813953488372092,0.9836829836829837,0.9959038211285934
48,0.019856547626969343,0.07651945367130075,0.9812286689419796,0.9906542056074766,0.9837587006960556,0.9871944121071012,0.9962883000118301
49,0.010112390564265482,0.09757476170101866,0.9744027303754266,0.9929906542056075,0.9725400457665904,0.9826589595375722,0.9961552111676328
50,0.02367818958269937,0.11321038425942047,0.9692832764505119,0.9906542056074766,0.9680365296803652,0.9792147806004619,0.9943511179462913
51,0.025956942500124258,0.11351689534760859,0.9505119453924915,0.9439252336448598,0.9877750611246944,0.965352449223417,0.9961404235182776
52,0.020767096638475008,0.1065437143069371,0.9658703071672355,0.9649532710280374,0.9880382775119617,0.9763593380614657,0.9957855199337513
53,0.02122225279374361,0.0925632050065742,0.9709897610921502,0.9742990654205608,0.9858156028368794,0.9800235017626322,0.9959481840766592
54,0.01592914544704651,0.10179788271176196,0.9692832764505119,0.969626168224299,0.9880952380952381,0.9787735849056604,0.9960664852715012
55,0.02720372283142755,0.18797740881564096,0.9368600682593856,0.927570093457944,0.9851116625310173,0.9554753309265944,0.995075712764699
56,0.014728211449720856,0.15588059320872247,0.9522184300341296,0.9392523364485982,0.995049504950495,0.9663461538461539,0.9966432035963563
57,0.02563109296874281,0.09440826600494576,0.9726962457337884,0.9813084112149533,0.9813084112149533,0.9813084112149533,0.9947208091801728
58,0.018003751526389968,0.11732426434518693,0.9726962457337884,0.9883177570093458,0.9746543778801844,0.9814385150812065,0.9952088016088962
59,0.010626958832256082,0.09707712313155234,0.9692832764505119,0.9813084112149533,0.9767441860465116,0.9790209790209791,0.9962883000118301
60,0.01346292864314255,0.11343989043296696,0.9590443686006825,0.9532710280373832,0.9902912621359223,0.9714285714285714,0.9967023541937774
61,0.008313917288823676,0.19197277462592371,0.9505119453924915,0.9462616822429907,0.9854014598540146,0.965435041716329,0.9948538980243701
62,0.021351205553637974,0.10900514578759041,0.9641638225255973,0.9742990654205608,0.9765807962529274,0.9754385964912281,0.9939074884656336
63,0.03813352093058197,0.12996071484972924,0.9505119453924915,0.9392523364485982,0.9925925925925926,0.9651860744297719,0.9958742458298828
64,0.01682460974873283,0.07382731333411431,0.9778156996587031,0.985981308411215,0.9836829836829837,0.9848308051341891,0.9966875665444221
65,0.008412206545186327,0.10810006542132099,0.9726962457337884,0.9719626168224299,0.9904761904761905,0.9811320754716981,0.9952383769076067
66,0.019425419817984232,0.13342731547847084,0.9607508532423208,0.9649532710280374,0.9809976247030879,0.9729093050647821,0.9934786466343309
67,0.0186617428328115,0.09055785078275928,0.9778156996587031,0.9813084112149533,0.9882352941176471,0.984759671746776,0.9961847864663433
68,0.026384640907339656,0.06295812757432742,0.9744027303754266,0.9836448598130841,0.9813519813519813,0.9824970828471412,0.997707914349935
69,0.006942812109606246,0.11846439612696927,0.9709897610921502,0.9883177570093458,0.9724137931034482,0.9803012746234068,0.9958594581805276
70,0.013573326054376344,0.13793175033716415,0.9607508532423208,0.955607476635514,0.9903147699757869,0.9726516052318668,0.9967762924405537
71,0.004885323546414837,0.10081201757868022,0.9692832764505119,0.9719626168224299,0.985781990521327,0.9788235294117648,0.9963178753105406
72,0.013145304383912723,0.12780929105566916,0.962457337883959,0.9626168224299065,0.9856459330143541,0.9739952718676123,0.9945433573879097
73,0.01995296757512672,0.1214349319067813,0.9709897610921502,0.969626168224299,0.9904534606205251,0.9799291617473436,0.9948243227256595
74,0.020745270295969523,0.1156621875025653,0.9709897610921502,0.9836448598130841,0.9767981438515081,0.980209545983702,0.9942254229267716
75,0.006058503350821171,0.10053563567136002,0.9761092150170648,0.9953271028037384,0.9726027397260274,0.9838337182448037,0.9974417366615402
76,0.010161328814844895,0.15485806665247195,0.9607508532423208,0.955607476635514,0.9903147699757869,0.9726516052318668,0.9937891872707914
77,0.010474640810204551,0.10626975462626254,0.9709897610921502,0.9836448598130841,0.9767981438515081,0.980209545983702,0.9959112149532711
78,0.023631775437786696,0.2156276451002603,0.9453924914675768,0.9462616822429907,0.9782608695652174,0.9619952494061758,0.9903732402697267
79,0.021062816377760942,0.09918880987090307,0.9726962457337884,0.9789719626168224,0.9835680751173709,0.9812646370023419,0.9959333964273039
80,0.004089762077389798,0.08049774696687083,0.9829351535836177,0.9929906542056075,0.9837962962962963,0.9883720930232558,0.9972938601679877
81,0.01788383823972359,0.09519578191390789,0.9675767918088737,0.9719626168224299,0.983451536643026,0.9776733254994124,0.996909381284751
82,0.010241301994726079,0.09175047842568611,0.9795221843003413,0.9883177570093458,0.9837209302325581,0.986013986013986,0.9967467171418432
83,0.009166819026504092,0.08381192067395747,0.9761092150170648,0.9929906542056075,0.9747706422018348,0.9837962962962963,0.9977079143499349
84,0.00852460013558608,0.1145739896627358,0.9778156996587031,1.0,0.9705215419501134,0.9850402761795167,0.9976044008044481
85,0.0033260913833946314,0.10863140288186704,0.9709897610921502,0.9789719626168224,0.9812646370023419,0.9801169590643275,0.9964953271028038
86,0.0013574441531305362,0.12314219108492992,0.9761092150170648,0.9929906542056075,0.9747706422018348,0.9837962962962963,0.9968428368626523
87,0.0006439031519813925,0.087645452725846,0.9778156996587031,0.9906542056074766,0.9792147806004619,0.9849012775842044,0.9975304625576719
88,0.01203677202936594,0.1038862001066043,0.9726962457337884,0.9883177570093458,0.9746543778801844,0.9814385150812065,0.995933396427304
89,0.021321439790880636,0.12314538097821598,0.9692832764505119,0.9789719626168224,0.9789719626168224,0.9789719626168224,0.9947208091801728
90,0.027625539605890502,0.10306524529139496,0.9675767918088737,0.9649532710280374,0.9904076738609112,0.9775147928994082,0.995075712764699
91,0.01027156192529539,0.18422602272276042,0.9436860068259386,0.9322429906542056,0.9900744416873449,0.9602888086642599,0.9941293032059624
92,0.006215183023360693,0.1029107332880402,0.9726962457337884,0.9953271028037384,0.9681818181818181,0.9815668202764977,0.9973456169407311
93,0.007168028041396967,0.11518362734455977,0.9675767918088737,0.9766355140186916,0.9789227166276346,0.9777777777777777,0.9958298828818172
94,0.009161675542911727,0.08636601315046122,0.9761092150170648,0.985981308411215,0.9813953488372092,0.9836829836829837,0.9967615047911984
95,0.004551017101993876,0.07276808984632788,0.9744027303754266,0.9836448598130841,0.9813519813519813,0.9824970828471412,0.9971607713237903
96,0.0039028186131085866,0.07217714480208373,0.9778156996587031,0.9883177570093458,0.9814385150812065,0.9848661233993015,0.997767064947356
97,0.01761908493411522,0.28977180639466227,0.9334470989761092,0.9205607476635514,0.9874686716791979,0.9528415961305925,0.9885839346977404
98,0.018284290501926204,0.12168815256132282,0.9675767918088737,0.9579439252336449,0.9975669099756691,0.9773539928486293,0.9968058677392642
99,0.015107823414339331,0.1205034077849303,0.9675767918088737,0.9836448598130841,0.9722863741339491,0.9779326364692218,0.9950757127646987
100,0.010249888802229178,0.14103437675541822,0.9726962457337884,0.985981308411215,0.9768518518518519,0.9813953488372092,0.9935230095823968
