epoch,phase,train_loss,val_loss,accuracy,recall,precision,f1,auroc,lr
1,scratch,0.3172953963266999,0.2427938465067144,0.8959044368600683,0.9322429906542056,0.925754060324826,0.9289871944121071,0.9539364722583699,5e-05
2,scratch,0.24009300321722316,0.45603427311259326,0.8071672354948806,0.75,0.981651376146789,0.8503311258278146,0.9597628061043417,5e-05
3,scratch,0.21865963699164093,0.32875356632491426,0.8651877133105802,0.8294392523364486,0.9833795013850416,0.899873257287706,0.9700550100556015,5e-05
4,scratch,0.19918615678619564,0.2662519963462948,0.9129692832764505,0.9906542056074766,0.9002123142250531,0.9432703003337041,0.9696557435230095,5e-05
5,scratch,0.19293484229190444,0.21254136003935295,0.8924914675767918,0.9135514018691588,0.9376498800959233,0.9254437869822485,0.9676594108600497,5e-05
6,scratch,0.19750105762054124,0.44958901344305824,0.8156996587030717,0.7710280373831776,0.9705882352941176,0.859375,0.9510824559328049,5e-05
7,scratch,0.18116743482146683,0.3051081484012026,0.8771331058020477,0.9929906542056075,0.8603238866396761,0.9219088937093276,0.9669052407429315,5e-05
8,scratch,0.16855546234002183,0.18508259789960987,0.9180887372013652,0.9369158878504673,0.9502369668246445,0.9435294117647058,0.9743434283686265,5e-05
9,scratch,0.16762093099249314,0.17036580534670948,0.931740614334471,0.9439252336448598,0.9619047619047619,0.9528301886792453,0.9779811901100202,5e-05
10,scratch,0.15421213873882358,0.20941341491638596,0.9180887372013652,0.9088785046728972,0.9773869346733668,0.9418886198547215,0.9766355140186916,5e-05
11,scratch,0.15194836972451536,0.2788677870108406,0.8890784982935154,0.8714953271028038,0.9738903394255874,0.9198520345252774,0.9754525020702709,5e-05
12,scratch,0.15607802788738914,0.1735357116024191,0.931740614334471,0.9719626168224299,0.9369369369369369,0.9541284403669725,0.9777298000709806,5e-05
13,scratch,0.1566966833160231,0.16189011249297106,0.931740614334471,0.9392523364485982,0.9663461538461539,0.95260663507109,0.981633739500769,5e-05
14,scratch,0.14263436649977704,0.17907041395178427,0.9300341296928327,0.9299065420560748,0.9731051344743277,0.951015531660693,0.9801697622145984,5e-05
15,scratch,0.14237880022173555,0.12189412144975857,0.947098976109215,0.9672897196261683,0.9605568445475638,0.9639115250291036,0.9888353247367799,5e-05
16,scratch,0.13676774545702336,0.146649731914338,0.9385665529010239,0.9579439252336449,0.9579439252336449,0.9579439252336449,0.9841772151898734,5e-05
17,scratch,0.12112747909330995,0.1405782281157303,0.947098976109215,0.969626168224299,0.9584295612009238,0.9639953542392566,0.9831272920856501,5e-05
