epoch,train_loss,val_loss,accuracy,recall,precision,f1,auroc,lr
1,0.3040124119619698,0.2540175090114818,0.8959044368600683,0.9299065420560748,0.9277389277389277,0.9288214702450408,0.9463651957884776,0.0001
2,0.2338637019532242,0.32531920634845823,0.8737201365187713,0.8457943925233645,0.9783783783783784,0.9072681704260651,0.9661214953271029,0.0001
3,0.20731067207000076,0.5658239787349115,0.7918088737201365,0.719626168224299,0.9935483870967742,0.8346883468834688,0.968990299302023,0.0001
4,0.18491720223050154,0.16941268294223238,0.9266211604095563,0.9369158878504673,0.9616306954436451,0.9491124260355029,0.979519105642967,0.0001
5,0.17344078403141233,0.14083321386179012,0.947098976109215,0.9766355140186916,0.9521640091116174,0.9642445213379469,0.9844581805276233,0.0001
6,0.16355912326926558,1.3097292198052586,0.590443686006826,0.45093457943925236,0.9747474747474747,0.6166134185303515,0.9097066130367918,0.0001
7,0.15489888048701364,0.13955468773435,0.9539249146757679,0.9789719626168224,0.9588100686498856,0.96878612716763,0.9836152845143735,0.0001
8,0.15491573737789482,0.13490514195311193,0.9488054607508533,0.9719626168224299,0.9585253456221198,0.9651972157772621,0.9854045900863598,0.0001
9,0.13290770203638647,0.12335037572926018,0.9453924914675768,0.9579439252336449,0.9669811320754716,0.9624413145539906,0.9885099964509642,0.0001
10,0.12300608461415737,0.13740743428417848,0.9488054607508533,0.9509345794392523,0.9783653846153846,0.9644549763033176,0.9870164438660831,0.0001
11,0.11986004157162039,0.2318870375384243,0.9163822525597269,0.8995327102803738,0.9846547314578005,0.9401709401709402,0.9871495327102803,0.0001
12,0.1194364061844746,0.15992533207041412,0.9300341296928327,0.9299065420560748,0.9731051344743277,0.951015531660693,0.985582041878623,0.0001
13,0.11445006402408232,0.09461927942855367,0.9590443686006825,0.969626168224299,0.9741784037558685,0.9718969555035128,0.9933011948420678,0.0001
14,0.11132594376140736,0.1201235025631639,0.9436860068259386,0.9649532710280374,0.9582366589327146,0.9615832363213038,0.9893381048148586,0.0001
15,0.10428340476639346,0.10143026277747119,0.9692832764505119,0.969626168224299,0.9880952380952381,0.9787735849056604,0.9933011948420678,0.0001
16,0.10388538772184608,0.12150298494451485,0.9522184300341296,0.9509345794392523,0.9830917874396136,0.9667458432304038,0.991644978114279,0.0001
17,0.08003386117384334,0.10448528164775196,0.9539249146757679,0.9532710280373832,0.983132530120482,0.9679715302491103,0.9922069087897788,0.0001
18,0.0799390799393774,0.10276803399083353,0.9641638225255973,0.9742990654205608,0.9765807962529274,0.9754385964912281,0.9922512717378447,0.0001
19,0.07991061170834389,0.09213033423889365,0.962457337883959,0.9906542056074766,0.9592760180995475,0.9747126436781609,0.994957411569857,0.0001
20,0.07748649508575411,0.0998499003479753,0.9607508532423208,0.9813084112149533,0.9655172413793104,0.9733487833140209,0.9936265231278836,0.0001
21,0.06965979487721885,0.104450032553626,0.9556313993174061,0.955607476635514,0.9831730769230769,0.9691943127962085,0.9932420442446469,0.0001
22,0.06181461872092753,0.07623286398903248,0.9692832764505119,0.9789719626168224,0.9789719626168224,0.9789719626168224,0.9956967940376198,0.0001
23,0.07513588819339438,0.08664615151914212,0.962457337883959,0.9789719626168224,0.9699074074074074,0.9744186046511628,0.9942328167514491,0.0001
24,0.059151404590745964,0.10892341864921483,0.9658703071672355,0.9976635514018691,0.9573991031390134,0.977116704805492,0.993197681296581,0.0001
25,0.05770313302667399,0.1563161914967916,0.9368600682593856,0.9252336448598131,0.9875311720698254,0.9553679131483716,0.991822429906542,0.0001
26,0.04646218786800294,0.09239901840194516,0.9675767918088737,0.9836448598130841,0.9722863741339491,0.9779326364692218,0.995016562167278,0.0001
27,0.05022486950262679,0.08252089509363811,0.9692832764505119,0.9813084112149533,0.9767441860465116,0.9790209790209791,0.9952383769076067,0.0001
