epoch,phase,train_loss,val_loss,accuracy,recall,precision,f1,auroc,lr
1,fc_only,0.3219848585296756,0.26100141771214,0.8924914675767918,0.9462616822429907,0.9101123595505618,0.9278350515463918,0.9602803738317758,0.001
2,fc_only,0.21087279564595243,0.2314653898567063,0.9078498293515358,0.9415887850467289,0.9328703703703703,0.9372093023255814,0.9650715722228794,0.001
3,fc_only,0.19086617473147038,0.2109999685157281,0.9146757679180887,0.9462616822429907,0.9375,0.9418604651162791,0.9706908789778776,0.001
4,fc_only,0.17837101772720237,0.20021831195915926,0.9146757679180887,0.9462616822429907,0.9375,0.9418604651162791,0.9730421152253638,0.001
5,fc_only,0.17425043383385766,0.20047131948707048,0.9180887372013652,0.9532710280373832,0.9357798165137615,0.9444444444444444,0.9725541227966403,0.001
6,fc_only,0.1653198290848508,0.19095292285644153,0.9232081911262798,0.9509345794392523,0.9443155452436195,0.9476135040745053,0.9745356678102448,0.001
7,fc_only,0.1570260898487676,0.18721718046140345,0.9266211604095563,0.9649532710280374,0.9365079365079365,0.950517836593786,0.9750236602389684,0.001
8,fine_tuning,0.1307469807329797,0.14197256708511313,0.9402730375426621,0.9299065420560748,0.9875930521091811,0.9578820697954272,0.993079380101739,5e-05
9,fine_tuning,0.07566554886690578,0.10354266777863479,0.9539249146757679,0.9532710280373832,0.983132530120482,0.9679715302491103,0.9946616585827517,5e-05
10,fine_tuning,0.052534685811357146,0.0809724089552874,0.962457337883959,0.9626168224299065,0.9856459330143541,0.9739952718676123,0.9963178753105406,5e-05
11,fine_tuning,0.03427035096825206,0.0961805582269009,0.9641638225255973,0.9649532710280374,0.9856801909307876,0.9752066115702479,0.9954158286998699,5e-05
12,fine_tuning,0.03399453669496956,0.0563814678458249,0.9795221843003413,0.985981308411215,0.985981308411215,0.985981308411215,0.997589613155093,5e-05
13,fine_tuning,0.023811710231725118,0.06839221812198225,0.9744027303754266,0.9953271028037384,0.9703872437357631,0.9826989619377162,0.9969981071808824,5e-05
14,fine_tuning,0.011825408641687164,0.06956563795134608,0.9709897610921502,0.969626168224299,0.9904534606205251,0.9799291617473436,0.9970276824795931,5e-05
15,fine_tuning,0.015889954467699325,0.07566694169759801,0.9709897610921502,0.9672897196261683,0.9928057553956835,0.9798816568047337,0.9976339761031586,5e-05
16,fine_tuning,0.019199243302783713,0.07190738289334209,0.9744027303754266,0.9766355140186916,0.9881796690307328,0.982373678025852,0.9973234354666982,5e-05
17,fine_tuning,0.013010813756412441,0.06859810216552593,0.9761092150170648,0.9836448598130841,0.9836448598130841,0.9836448598130841,0.9967319294924879,5e-05
18,fine_tuning,0.01020627647985678,0.07145559084639445,0.9795221843003413,0.9906542056074766,0.9814814814814815,0.986046511627907,0.9960073346740801,5e-05
